time_s,q_left_hip_joint_rad,q_left_knee_joint_rad,q_left_wheel_joint_rad,dq_left_hip_joint_rad_s,dq_left_knee_joint_rad_s,dq_left_wheel_joint_rad_s,qdd_left_hip_joint_rad_s2,qdd_left_knee_joint_rad_s2,qdd_left_wheel_joint_rad_s2,ctrl_native_left_hip_joint_nm,ctrl_native_left_knee_joint_nm,ctrl_native_left_wheel_joint_nm,constraint_position_max_m,constraint_velocity_max_m_s,mechanical_energy_j
0.022000000000000006,-1.7590317933567144e-05,4.4823057091254885e-06,0.0012084135419447072,-0.0014521658289676658,0.000374495733106982,0.10109279864844113,-0.06410220494071943,0.017144821832603338,4.645864979872298,0.00017570239310148633,0.0013131715115059128,0.0019490537455731543,0.0,0.0,1.7698458361617077e-06
0.024000000000000007,-2.0749454073045332e-05,5.299952838149724e-06,0.0014292174653446116,-0.0015795680697390938,0.00040882356451211777,0.11040196169995221,-0.06370112038571403,0.017163915702567888,4.654581525755538,0.00019322026717622808,0.001326390018953919,0.0019529238658298298,0.0,0.0,2.1462570832190295e-06
0.02600000000000001,-2.4161770734447172e-05,6.186326610860134e-06,0.0016686731406128153,-0.00170615833070092,0.0004431868863552049,0.11972783763410186,-0.06329513048091308,0.017181660921543575,4.662937967074824,0.00021072319040779674,0.001339505894056729,0.001956642874306807,0.0,0.0,2.5597434170080545e-06
0.02800000000000001,-2.7825624463124113e-05,7.141492605406002e-06,0.0019268125505117815,-0.0018319268643384702,0.00047758299727293377,0.12906970494948306,-0.06288426681877508,0.017198055458864426,4.6709336576906,0.0002282098084690086,0.0013525181219446584,0.001960210483237624,0.0,0.0,3.0104741130735723e-06
0.030000000000000013,-3.1739352437292934e-05,8.165510989572562e-06,0.002203666232328182,-0.00195686398708441,0.0005120091920832804,0.13842684090820023,-0.062468561372969855,0.017213097405173287,4.678567979358594,0.0002456787682943282,0.001365425695767953,0.0019636264165706933,0.0,0.0,3.498607561274494e-06
0.032000000000000015,-3.5901272597445384e-05,9.258436513630504e-06,0.0024992632755116927,-0.0020809600800762245,0.0005464627620289714,0.14779852159175547,-0.06204804649590734,0.017226784972845535,4.685840341777616,0.000263128718184565,0.001378227616774697,0.0019668904099906597,0.0,0.0,4.024291193703099e-06
0.034000000000000016,-4.0309683777262726e-05,1.0420318503674036e-05,0.0028136313194257433,-0.0022042055899086717,0.0005809409950217662,0.15718402195702538,-0.06162275491622355,0.01723911649639738,4.6927501826349545,0.000280558307911464,0.001390922894388094,0.001970002210938852,0.0,0.0,4.587661415947663e-06
0.03600000000000002,-4.496286583602502e-05,1.165120085544907e-05,0.0031467965512103927,-0.002326591029381146,0.0006154411758875172,0.16658261589232481,-0.061192719736237314,0.017250090432875516,4.699296967649712,0.0002979661888221825,0.0014035105462831142,0.001972961578632829,0.0,0.0,5.18884354172129e-06
0.03800000000000002,-4.9859079792504796e-05,1.2951122028673021e-05,0.0034987837037574977,-0.0024481069782398856,0.0006499605866119762,0.17599357627355258,-0.06075797442936962,0.017259705362229528,4.705480190613884,0.00031535101394364524,0.0014159895984625056,0.0019757682840850044,0.0,0.0,5.827951730879152e-06
0.04000000000000002,-5.499656796033468e-05,1.4320115041847635e-05,0.003869616053798329,-0.002568744083914942,0.000684496506587307,0.18541617502041563,-0.06031855283752813,0.017267959987665383,4.711299373431526,0.0003327114380867697,0.0014283590853321566,0.0019784221101203712,0.0,0.0,6.505088930844719e-06
